No,gene,Heart_assoc_HPOs,Heart_HP_Count,pvalue_Heart_more,pvalue_Heart_less
1228,TGFB3,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",12,,
1229,TGFBR1,"HP:0001627, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001745, HP:0005120, HP:0006705, HP:0011994",10,,
1230,TGFBR2,"HP:0001627, HP:0001631, HP:0001641, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0001794, HP:0005120, HP:0005182, HP:0006705, HP:0011994, HP:0031566, HP:0100571",15,0.035893373,
1231,TGIF1,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,,
1232,THOC6,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011623, HP:0011682, HP:0011994",10,,
1233,THPO,"HP:0001627, HP:0001671",2,,
1234,TIMMDC1,HP:0001627,1,0.000335555,
1235,TK2,HP:0001627,1,,
1236,TKFC,HP:0001627,1,,
1237,TKT,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
1238,TLL1,"HP:0001627, HP:0001631, HP:0001654, HP:0001671, HP:0001707, HP:0001711, HP:0001713, HP:0001782, HP:0005120, HP:0006705, HP:0011994, HP:0025579, HP:0025580",13,,
1239,TLR4,HP:0001627,1,,
1240,TMCO1,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,0.009656604,
1241,TMEM107,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1242,TMEM126A,HP:0001627,1,8.65201E-05,
1243,TMEM126B,HP:0001627,1,0.002648939,
1244,TMEM216,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1245,TMEM218,"HP:0001627, HP:0001961, HP:0004383, HP:0045017",4,,
1246,TMEM231,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1247,TMEM237,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1248,TMEM260,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011667, HP:0011994",16,,
1249,TMEM270,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
1250,TMEM43,HP:0001627,1,0.005535394,
1251,TMEM67,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1252,TMEM70,"HP:0001627, HP:0001641, HP:0001646, HP:0001654",4,0.038806537,
1253,TMEM94,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",15,,
1254,TMPO,HP:0001627,1,,
1255,TMTC3,"HP:0001627, HP:0001654",2,,
1256,TNFRSF11A,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1257,TNFRSF1A,HP:0001627,1,,
1258,TNFSF11,"HP:0001627, HP:0001641, HP:0001654",3,,
1259,TNNC1,"HP:0001627, HP:0001713",2,5.21347E-10,
1260,TNNI3,"HP:0001627, HP:0001711, HP:0001713, HP:0005120, HP:0025579, HP:0025580",6,5.974E-09,
1261,TNNI3K,HP:0001627,1,7.18564E-05,
1262,TNNT2,"HP:0001627, HP:0001711, HP:0001713, HP:0005120, HP:0025579, HP:0025580, HP:0030681, HP:0031192",8,1.34228E-09,
1263,TNXB,"HP:0001627, HP:0001646, HP:0001654, HP:0001707, HP:0001748, HP:0006705, HP:0031655",7,,
1264,TOP3A,HP:0001627,1,,
1265,TOPORS,HP:0001627,1,0.001280942,
1266,TP63,"HP:0001627, HP:0001629, HP:0001651, HP:0001671, HP:0001696, HP:0001713, HP:0010438, HP:0011534",8,,
1267,TPI1,HP:0001627,1,7.50202E-06,
1268,TPK1,"HP:0001627, HP:0001711, HP:0001713",3,,
1269,TPM1,HP:0001627,1,1.38897E-05,
1270,TPM2,"HP:0001627, HP:0001654, HP:0001707, HP:0001713, HP:0001809, HP:0006705",6,0.003194554,
1271,TPM3,"HP:0001627, HP:0001654, HP:0001707, HP:0001713, HP:0001722, HP:0006705",6,,
1272,TRAF3IP2,HP:0001627,1,,
1273,TRAF7,"HP:0001627, HP:0001710, HP:0001719, HP:0001961, HP:0004383, HP:0011545, HP:0011563, HP:0011723, HP:0045017",9,0.00169748,
1274,TRAIP,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
1275,TRAPPC11,"HP:0001627, HP:0001707, HP:0001713",3,,
1276,TRDN,HP:0001627,1,6.66743E-06,
1277,TREX1,HP:0001627,1,,
1278,TRIM37,HP:0001627,1,,
1279,TRIM8,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.008781317,
1280,TRIO,"HP:0001627, HP:0001671, HP:0001674, HP:0006695",4,,
1281,TRIP13,"HP:0001627, HP:0001631, HP:0001671, HP:0001711, HP:0001713, HP:0005120, HP:0011103, HP:0011994",8,,
1282,TRIP4,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0001684, HP:0005120, HP:0011994",7,,
1283,TRMT10C,"HP:0001627, HP:0001711, HP:0001713",3,,
1284,TRNC,"HP:0001627, HP:0001711, HP:0001713",3,,
1285,TRNE,HP:0001627,1,,
1286,TRNF,"HP:0001627, HP:0001711, HP:0001713",3,,
1287,TRNH,HP:0001627,1,,
1288,TRNK,"HP:0001627, HP:0001711, HP:0001713",3,,
1289,TRNL1,"HP:0001627, HP:0001711, HP:0001713",3,,
1290,TRNN,HP:0001627,1,,
1291,TRNQ,"HP:0001627, HP:0001711, HP:0001713",3,,
1292,TRNS1,"HP:0001627, HP:0001711, HP:0001713",3,,
1293,TRNS2,"HP:0001627, HP:0001711, HP:0001713",3,,
1294,TRNT,HP:0001627,1,,
1295,TRNT1,HP:0001627,1,,
1296,TRNV,"HP:0001627, HP:0001711, HP:0001713",3,,
1297,TRNW,"HP:0001627, HP:0001711, HP:0001713",3,,
1298,TRRAP,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
1299,TSC1,HP:0001627,1,,
1300,TSC2,HP:0001627,1,,0.005717395
1301,TSFM,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,0.01303073,
1302,TSR2,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.000223268,
1303,TTC12,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
1304,TTC26,"HP:0001627, HP:0001629, HP:0001631, HP:0001651, HP:0001655, HP:0001671, HP:0001684, HP:0001696, HP:0001713, HP:0005120, HP:0006695, HP:0010438, HP:0010445, HP:0010774, HP:0011534, HP:0011565, HP:0011579, HP:0011622, HP:0011994",19,,
1305,TTC37,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",15,,
1306,TTC7A,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1307,TTC8,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1308,TTN,"HP:0001627, HP:0001638, HP:0001654, HP:0001707, HP:0001711, HP:0001713, HP:0006705",7,5.63483E-08,
1309,TTPA,HP:0001627,1,,
1310,TTR,"HP:0001627, HP:0001711, HP:0001713",3,,0.00019724
1311,TUBG1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,4.66315E-05,
1312,TWIST1,HP:0001627,1,,
1313,TWNK,"HP:0001627, HP:0001711, HP:0001713",3,,
1314,TXNDC15,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1315,TXNL4A,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.000376182,
1316,TXNRD2,HP:0001627,1,,0.019639354
1317,UBAC2,HP:0001627,1,,
1318,UBE2A,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",15,7.71659E-05,
1319,UBE2T,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,0.026932821,
1320,UBE3B,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
1321,UBE4B,"HP:0001627, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0011545, HP:0011563",7,,0.006805683
1322,UBR1,"HP:0001627, HP:0001629, HP:0001631, HP:0001651, HP:0001671, HP:0001696, HP:0001713, HP:0005120, HP:0010438, HP:0011534, HP:0011994",11,,0.015232713
1323,UBR7,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
1324,UCP2,HP:0001627,1,,
1325,UFD1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011671, HP:0011994",18,,
1326,UMPS,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
1327,UPF3B,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1328,UQCRC2,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1329,UQCRFS1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.00012896,
1330,USP9X,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1331,VAC14,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
1332,VCL,"HP:0001627, HP:0006685",2,0.027128538,
1333,VCP,HP:0001627,1,0.001109028,
1334,VHL,HP:0001627,1,,
1335,VIPAS39,"HP:0001627, HP:0001629, HP:0001671, HP:0001707, HP:0001713, HP:0010438",6,,
1336,VPS13A,HP:0001627,1,,
1337,VPS13B,"HP:0001627, HP:0001629, HP:0001653, HP:0001654, HP:0001671, HP:0001702, HP:0001713, HP:0006705, HP:0010438",9,,0.012121012
1338,VPS33A,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
1339,VPS33B,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001707, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
1340,VPS35L,"HP:0001627, HP:0001671, HP:0006695",3,,
1341,VPS37D,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0001733, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
1342,VWF,"HP:0001627, HP:0001654, HP:0001678, HP:0006705",4,,
1343,WAC,"HP:0001627, HP:0001629, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0010438",8,,0.022809534
1344,WARS2,HP:0001627,1,,0.008605899
1345,WASHC5,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0001719, HP:0001742, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994, HP:0045017",22,,
1346,WBP11,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0011623",6,0.03981014,
1347,WDPCP,"HP:0001627, HP:0001671, HP:0001674, HP:0001711, HP:0001713, HP:0006695, HP:0011103",7,,
1348,WDR26,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1349,WDR35,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0001711, HP:0001713, HP:0005120, HP:0011994",8,,
1350,WDR37,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,0.037228203
1351,WFS1,HP:0001627,1,,
1352,WNT4,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1353,WT1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001651, HP:0001654, HP:0001669, HP:0001671, HP:0001696, HP:0001710, HP:0001713, HP:0001961, HP:0004383, HP:0005120, HP:0010438, HP:0011534, HP:0011545, HP:0011563, HP:0011565, HP:0011994, HP:0045017",23,,
1354,XK,HP:0001627,1,,
1355,XRCC2,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,,
1356,XRCC4,HP:0001627,1,,0.00517423
1357,XYLT1,"HP:0001627, HP:0001629, HP:0001654, HP:0001666, HP:0001671, HP:0001713, HP:0006705, HP:0010438",8,,
1358,XYLT2,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001671, HP:0001713, HP:0001763, HP:0001768, HP:0005120, HP:0006705, HP:0010438, HP:0011994",12,,
1359,YARS1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1360,YARS2,HP:0001627,1,,
1361,YY1,"HP:0001627, HP:0001631, HP:0001654, HP:0001655, HP:0001671, HP:0001702, HP:0005120, HP:0006705, HP:0010316, HP:0011994",10,4.52194E-05,
1362,YY1AP1,"HP:0001627, HP:0001629, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0010438",8,,
1363,ZDHHC9,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1364,ZEB2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",16,,
1365,ZFP57,HP:0001627,1,0.005687807,
1366,ZFPM2,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,0.045762481,
1367,ZIC2,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,,
1368,ZIC3,"HP:0001627, HP:0001629, HP:0001631, HP:0001651, HP:0001654, HP:0001669, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0001750, HP:0001801, HP:0005120, HP:0006695, HP:0006705, HP:0010438, HP:0011545, HP:0011546, HP:0011560, HP:0011563, HP:0011565, HP:0011723, HP:0011994",23,,0.002158715
1369,ZMPSTE24,"HP:0001627, HP:0001631, HP:0001646, HP:0001651, HP:0001654, HP:0001669, HP:0001671, HP:0001692, HP:0001713, HP:0005120, HP:0006705, HP:0011545, HP:0011563, HP:0011994",14,0.022122856,
1370,ZMYM2,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,0.007067367
1371,ZMYND10,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
1372,ZNF148,"HP:0001627, HP:0001961, HP:0004383, HP:0045017",4,,
1373,ZNF423,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,0.022576416
1374,ZNF462,"HP:0001627, HP:0001629, HP:0001646, HP:0001647, HP:0001654, HP:0001669, HP:0001671, HP:0001711, HP:0001713, HP:0010438, HP:0011545, HP:0011563, HP:0031348",13,,
1375,ZNF469,"HP:0001627, HP:0001654, HP:0001698, HP:0001710, HP:0006705",5,0.013277586,
1376,ZNF687,"HP:0001627, HP:0001711, HP:0001713",3,0.02531627,
1377,ZNF699,"HP:0001627, HP:0001629, HP:0001631, HP:0001641, HP:0001654, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0005164, HP:0010438, HP:0011994",12,,
