gene_short_name,Heart_assoc_HPOs,Heart_HP_Count,pvalue_Heart_more,pvalue_Heart_less
TRNN,HP:0001627,1,,
TRNQ,"HP:0001627, HP:0001711, HP:0001713",3,,
TRNS1,"HP:0001627, HP:0001711, HP:0001713",3,,
TRNS2,"HP:0001627, HP:0001711, HP:0001713",3,,
TRNT,HP:0001627,1,,
TRNT1,HP:0001627,1,,
TRNV,"HP:0001627, HP:0001711, HP:0001713",3,,
TRNW,"HP:0001627, HP:0001711, HP:0001713",3,,
TRRAP,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
TSC1,HP:0001627,1,,
TSC2,HP:0001627,1,,0.005717395
TSFM,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,0.01303073,
TSR2,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.000223268,
TTC12,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
TTC26,"HP:0001627, HP:0001629, HP:0001631, HP:0001651, HP:0001655, HP:0001671, HP:0001684, HP:0001696, HP:0001713, HP:0005120, HP:0006695, HP:0010438, HP:0010445, HP:0010774, HP:0011534, HP:0011565, HP:0011579, HP:0011622, HP:0011994",19,,
TTC37,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",15,,
TTC7A,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
TTC8,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
TTN,"HP:0001627, HP:0001638, HP:0001654, HP:0001707, HP:0001711, HP:0001713, HP:0006705",7,5.63483E-08,
TTPA,HP:0001627,1,,
TTR,"HP:0001627, HP:0001711, HP:0001713",3,,0.00019724
TUBG1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,4.66315E-05,
TWIST1,HP:0001627,1,,
TWNK,"HP:0001627, HP:0001711, HP:0001713",3,,
TXNDC15,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
TXNL4A,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.000376182,
TXNRD2,HP:0001627,1,,0.019639354
UBAC2,HP:0001627,1,,
UBE2A,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",15,7.71659E-05,
UBE2T,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,0.026932821,
UBE3B,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
UBE4B,"HP:0001627, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0011545, HP:0011563",7,,0.006805683
UBR1,"HP:0001627, HP:0001629, HP:0001631, HP:0001651, HP:0001671, HP:0001696, HP:0001713, HP:0005120, HP:0010438, HP:0011534, HP:0011994",11,,0.015232713
UBR7,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
UCP2,HP:0001627,1,,
UFD1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011671, HP:0011994",18,,
UMPS,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
UPF3B,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
UQCRC2,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
UQCRFS1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.00012896,
USP9X,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
VAC14,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
VCL,"HP:0001627, HP:0006685",2,0.027128538,
VCP,HP:0001627,1,0.001109028,
VHL,HP:0001627,1,,
VIPAS39,"HP:0001627, HP:0001629, HP:0001671, HP:0001707, HP:0001713, HP:0010438",6,,
VPS13A,HP:0001627,1,,
VPS13B,"HP:0001627, HP:0001629, HP:0001653, HP:0001654, HP:0001671, HP:0001702, HP:0001713, HP:0006705, HP:0010438",9,,0.012121012
VPS33A,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
VPS33B,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001707, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
VPS35L,"HP:0001627, HP:0001671, HP:0006695",3,,
VPS37D,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0001733, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
VWF,"HP:0001627, HP:0001654, HP:0001678, HP:0006705",4,,
WAC,"HP:0001627, HP:0001629, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0010438",8,,0.022809534
WARS2,HP:0001627,1,,0.008605899
WASHC5,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0001719, HP:0001742, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994, HP:0045017",22,,
WBP11,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0011623",6,0.03981014,
WDPCP,"HP:0001627, HP:0001671, HP:0001674, HP:0001711, HP:0001713, HP:0006695, HP:0011103",7,,
WDR26,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
WDR35,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0001711, HP:0001713, HP:0005120, HP:0011994",8,,
WDR37,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,0.037228203
WFS1,HP:0001627,1,,
WNT4,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
WT1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001651, HP:0001654, HP:0001669, HP:0001671, HP:0001696, HP:0001710, HP:0001713, HP:0001961, HP:0004383, HP:0005120, HP:0010438, HP:0011534, HP:0011545, HP:0011563, HP:0011565, HP:0011994, HP:0045017",23,,
XK,HP:0001627,1,,
XRCC2,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,,
XRCC4,HP:0001627,1,,0.00517423
XYLT1,"HP:0001627, HP:0001629, HP:0001654, HP:0001666, HP:0001671, HP:0001713, HP:0006705, HP:0010438",8,,
XYLT2,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001671, HP:0001713, HP:0001763, HP:0001768, HP:0005120, HP:0006705, HP:0010438, HP:0011994",12,,
YARS1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
YARS2,HP:0001627,1,,
YY1,"HP:0001627, HP:0001631, HP:0001654, HP:0001655, HP:0001671, HP:0001702, HP:0005120, HP:0006705, HP:0010316, HP:0011994",10,4.52194E-05,
YY1AP1,"HP:0001627, HP:0001629, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0010438",8,,
ZDHHC9,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
ZEB2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",16,,
ZFP57,HP:0001627,1,0.005687807,
ZFPM2,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,0.045762481,
ZIC2,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,,
ZIC3,"HP:0001627, HP:0001629, HP:0001631, HP:0001651, HP:0001654, HP:0001669, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0001750, HP:0001801, HP:0005120, HP:0006695, HP:0006705, HP:0010438, HP:0011545, HP:0011546, HP:0011560, HP:0011563, HP:0011565, HP:0011723, HP:0011994",23,,0.002158715
ZMPSTE24,"HP:0001627, HP:0001631, HP:0001646, HP:0001651, HP:0001654, HP:0001669, HP:0001671, HP:0001692, HP:0001713, HP:0005120, HP:0006705, HP:0011545, HP:0011563, HP:0011994",14,0.022122856,
ZMYM2,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,0.007067367
ZMYND10,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
ZNF148,"HP:0001627, HP:0001961, HP:0004383, HP:0045017",4,,
ZNF423,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,0.022576416
ZNF462,"HP:0001627, HP:0001629, HP:0001646, HP:0001647, HP:0001654, HP:0001669, HP:0001671, HP:0001711, HP:0001713, HP:0010438, HP:0011545, HP:0011563, HP:0031348",13,,
ZNF469,"HP:0001627, HP:0001654, HP:0001698, HP:0001710, HP:0006705",5,0.013277586,
ZNF687,"HP:0001627, HP:0001711, HP:0001713",3,0.02531627,
ZNF699,"HP:0001627, HP:0001629, HP:0001631, HP:0001641, HP:0001654, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0005164, HP:0010438, HP:0011994",12,,
